title,Url,description,Assesment Length,job level,languages
Store Manager 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/store-manager-7-0-solution/,"Our Store Manager 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or restaurant setting. Sample tasks for these jobs include, but are not limited to: planning and preparing work schedules, assigning employees to specific duties; coaching employees on attendance, conduct, schedule adherence, and work tasks, developing employees' skills; training subordinates; prioritizing multiple tasks and priorities; and making day-to-day decisions with minimal guidance from others.
Report Language Availability: English (USA), Latin American Spanish.",Approximate Completion Time in minutes = 34,"Front Line Manager, Manager,","English (USA), English International, French (Canada), Latin American Spanish,"
Store Manager 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/store-manager-7-1-%28americas%29/,"Our Store Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or restaurant setting. Sample tasks for these jobs include, but are not limited to: planning and preparing work schedules, assigning employees to specific duties; coaching employees on attendance, conduct, schedule adherence, and work tasks, developing employees' skills; training subordinates; prioritizing multiple tasks and priorities; and making day-to-day decisions with minimal guidance from others.",Approximate Completion Time in minutes = 34,"Front Line Manager, Manager,","English (USA), Latin American Spanish, Portuguese (Brazil), French (Canada),"
Sales Professional Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-professional-solution/,"The Sales Professional solution is for entry to mid-level sales positions in which employees proactively sell products to customers, develop relationships with repeat customers, and have their pay and/or performance heavily based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and building ongoing customer relationships.
Potential job titles that use this solution are: Sales Consultant, Sales Representative, and Account Representative. Multiple configurations of this solution are available.",Approximate Completion Time in minutes = 47,"Mid-Professional,","English (USA),"
Sales Representative Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-representative-solution/,"The Sales Representative solution is for entry-level sales positions in which employees proactively sell products to customers and have their pay and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer. Potential job titles that use this solution are: Sales
Representative, Sales Associate, and Sales Clerk. Multiple configurations of this solution are available.",Approximate Completion Time in minutes = 29,"Entry-Level,","English (USA),"
Sales Supervisor Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-supervisor-solution/,"The Sales Supervisor solution is an assessment used for job candidates applying to entry-level sales leadership positions that generally supervise employees and have a significant portion of their job performance based on sales. Sample tasks for these jobs include, but are not limited to: planning and preparing work schedules, promoting products to customers; training subordinates; building ongoing customer relationships;
and making day-to-day decisions with minimal guidance from others. Potential job titles that use this solution are: Assistant Sales Manager and Sales Supervisor. Multiple configurations of this solution are available.",Approximate Completion Time in minutes = 38,"Front Line Manager, Manager, Supervisor,","English (USA),"
Sales Support Specialist Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-support-specialist-solution/,"The Sales Support Specialist solution is for entry to mid-level sales support positions in which employees work primarily under the guidance of an account manager or operations manager in support of client accounts. Sample tasks for these jobs include, but are not limited to: implementing customer orders, assisting with and coordinating activities, and utilizing processes to meet customer requirements. Potential job titles that use
this solution are: Implementation Specialist, Project Assistant, and Sales Support Assistant. Multiple configurations of this solution are available.",Approximate Completion Time in minutes = 43,"Entry-Level,","English (USA),"
Senior Insurance Agent Solution,https://www.shl.com/solutions/products/product-catalog/view/senior-insurance-agent-solution/,"The Senior Insurance Agent solution is for senior-level professional positions in the insurance industry that sell a portfolio of insurance products, including property, casualty, automotive, health, and life. Sample tasks for this position include, but are not limited to: calling on policyholders to deliver and explain policies or suggest additions or changes; calculating premiums; customizing insurance programs to suit individual customers; ensuring policy requirements are fulfilled; and conferring with clients to obtain and provide information when claims are made on a policy. Potential job titles that use this solution are: Insurance Senior Sales Professional, Senior Producer, Insurance Sales Agent, and Insurance Agent. Multiple configurations of this solution are available.",Approximate Completion Time in minutes = 44,"Professional Individual Contributor,","English (USA),"
Senior Sales Professional Solution,https://www.shl.com/solutions/products/product-catalog/view/senior-sales-professional-solution/,"The Senior Sales Professional solution is for high-level sales positions in which employees proactively sell products to customers, develop relationships with new or existing customers, and have their pay and/or performance heavily based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, consulting with and persuading customers to buy products, and building
ongoing customer relationships. Potential job titles that use this solution are: Senior Sales Representative, Business Development Manager, and Senior Sales Consultant. Multiple configurations of this solution are available.",Approximate Completion Time in minutes = 42,"Professional Individual Contributor,","English (USA),"
Server Solution,https://www.shl.com/solutions/products/product-catalog/view/server-solution/,"The Server solution is designed for entry-level positions in the hospitality industry. Sample tasks include greeting customers, taking customer food and drink orders and delivering food items to guests. The solution is focused on work ethic, customer focus and sales. Potential job titles that use this solution are: Server and Waiter/Waitress. Multiple configurations of this solution are available.",Approximate Completion Time in minutes = 40,"Entry-Level,","English (USA),"
Service Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/service-associate-solution/,"The Service Associate is designed for entry-level positions that are primarily task focused but may include a customer service component. The solution covers a wide variety of support positions in the hospitality industry and sample tasks may include: cleaning hotel rooms, serving food at buffet lines, parking cars, and/or delivering food to hotel rooms. Potential job titles that use this solution are: Housekeeper, Buffet Server, Room Service Attendant, and Valet. Multiple configurations of this solution are available.",Approximate Completion Time in minutes = 38,"Entry-Level,","English (USA),"
Service Supervisor Solution,https://www.shl.com/solutions/products/product-catalog/view/service-supervisor-solution/,"The Service Supervisor solution is designed for entry-level leadership positions in the hospitality industry that oversee hourly and salaried employees in customer facing positions (e.g. Front Desk Associate, Concierge, Guest Service Associate). Individuals in these roles perform many of hte duties of the employees they supervise. Sample tasks may include: assisting challenging guests, coaching employees on their customer service skills, taking corrective action when an employee is performing poorly, and monitoring employees to assess the satisfactory completion of tasks. Potential job titles that use this solution are: Front Desk Manager, Guest Services Supervisor, and Front Desk Supervisor. Multiple configurations of this solution are available.",Approximate Completion Time in minutes = 48,"Front Line Manager, Manager, Supervisor,","English (USA),"
Stock Clerk Solution,https://www.shl.com/solutions/products/product-catalog/view/stock-clerk-solution/,"The Stock Clerk solution is for entry-level retail positions in which employees work primarily in the stockroom handling incoming and outgoing shipment and keeping the sales floor fully stocked.  Sample tasks for these jobs include, but are not limited to: unload product shipment, maintain stockroom organization, replenish supplies and products on the sales floor, and process outgoing shipments.  Potential job titles that use this solution are: Stock Clerk, Inventory Associate, and Warehouse Associate. Multiple configurations of this solution are available.",Approximate Completion Time in minutes = 25,"Entry-Level,","English (USA),"
Store Manager 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/store-manager-7-0-solution/,"Our Store Manager 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or restaurant setting. Sample tasks for these jobs include, but are not limited to: planning and preparing work schedules, assigning employees to specific duties; coaching employees on attendance, conduct, schedule adherence, and work tasks, developing employees' skills; training subordinates; prioritizing multiple tasks and priorities; and making day-to-day decisions with minimal guidance from others.
Report Language Availability: English (USA), Latin American Spanish.",Approximate Completion Time in minutes = 34,"Front Line Manager, Manager,","English (USA), English International, French (Canada), Latin American Spanish,"
Store Manager 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/store-manager-7-1-%28americas%29/,"Our Store Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or restaurant setting. Sample tasks for these jobs include, but are not limited to: planning and preparing work schedules, assigning employees to specific duties; coaching employees on attendance, conduct, schedule adherence, and work tasks, developing employees' skills; training subordinates; prioritizing multiple tasks and priorities; and making day-to-day decisions with minimal guidance from others.",Approximate Completion Time in minutes = 34,"Front Line Manager, Manager,","English (USA), Latin American Spanish, Portuguese (Brazil), French (Canada),"
Financial Services Representative Solution,https://www.shl.com/solutions/products/product-catalog/view/financial-services-representative-solution/,"The Financial Services Representative solution is for senior-level professional positions in the insurance industry that sell life insurance to businesses and individuals on behalf of insurance companies. Sample tasks for this position include, but are not limited to: calling on policyholders to deliver and explain policies or suggest additions or changes; calculating premiums; customizing insurance programs to suite individual customers; seeking out new clients and developing clientele by networking; ensuring policy requirements are fulfilled; and conferring with clients to obtain and provide information when calims are made on a policy. Potential job titles that use this solution are: Life Insurance Sales Professional, Insurance Sales Agent. Multiple configurations of this solution are available.",Approximate Completion Time in minutes = 44,"Professional Individual Contributor,","English (USA),"
Front Desk Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/front-desk-associate-solution/,"The Front Desk Associate solution is designed for entry-level customer service positions in the hospitality industry. The solution is appropriate for positions in which the majority of work is done at the front or guest check-in desk. Sample tasks may include: welcoming guests warmly, issuing keys to guests, tabulating guest bills and accpeting payment. Potential job titles that use this solution are: Front Desk Clerk, Guest Desk Attendant, Guest Check-in Associate, or Front Office Agent. Multiple configurations of this solution are available.",Approximate Completion Time in minutes = 50,"Entry-Level,","English (USA),"
Gaming Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/gaming-associate-solution/,"The Gaming Associate solution is designed for entry to mid-level positions operating gaming tables. The solution is for highly customer service focused positions that may potentially deal with large sums of money. Sample tasks may include: dealing playing cards, counting and confirming patron bets, collecting patron losses and distributing patron winnings, and exchange currency for playing chips. Potential job titles that use this solution are: Table Games Dealer, Black Jack Dealer, Dealer, Casino Dealer, Dual Rate Dealer, Card Dealer and Gaming Dealer. Multiple configurations of this solution are available.",Approximate Completion Time in minutes = 50,"Entry-Level,","English (USA),"
Gaming Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/gaming-manager-solution/,"The Gaming Manager solution is designed for management level positions within the hospitality industry. Sample tasks include managing operations, supervisors and associates within gaming environments. The solution is focused on security, integrity and managing sales. Potential job titles that use this solution are: Gaming Floor Manager and Gaming Manager. Multiple configurations of this solution are available.",Approximate Completion Time in minutes = 55,"Front Line Manager, Manager, Supervisor,","English (USA),"
General Entry Level - All Industries 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/general-entry-level-all-industries-7-0-solution/,"Our General Entry Level – All Industries 7.0 solution is designed for entry-level positions across industries. This solution predicts the following types of behaviors foundational to all jobs: being on-time to work; following rules and policies; treating others respectfully; producing quality work; meeting goals; and effectively working alongside others.

Solution can be used across all industries with entry-level positions. Example titles include, but are not limited to: Administrator, Clerk, Veterinary Assistant, Stocker, Dish Washer, Office Coordinator, Tour Guide, Cook, Assistant, Housekeeper, Waste Collector.",Approximate Completion Time in minutes = 19,"Entry-Level,","English (USA), English International, French (Canada), Latin American Spanish,"
General Entry Level - All Industries 7.1 Solution,https://www.shl.com/solutions/products/product-catalog/view/general-entry-level-all-industries-7-1-solution/,"Our General Entry Level – All Industries 7.1 solution is designed for entry-level positions across industries. This solution predicts the following types of behaviors foundational to all jobs: being on-time to work; following rules and policies; treating others respectfully; producing quality work; meeting goals; and effectively working alongside others.

Solution can be used across all industries with entry-level positions. Example titles include, but are not limited to: Administrator, Clerk, Veterinary Assistant, Stocker, Dish Washer, Office Coordinator, Tour Guide, Cook, Assistant, Housekeeper, Waste Collector. “MCP Product: please note that you will need to select the correct package depending on which norm you intend to use. The package available for this product is Americas and International.""",Approximate Completion Time in minutes = 19,"Entry-Level,","German, Norwegian, Finnish, French (Canada), Portuguese (Brazil), Latin American Spanish, English (USA), English International, Danish, Swedish, French, Italian,"
General Entry Level - All Industries 7.1(Americas),https://www.shl.com/solutions/products/product-catalog/view/general-entry-level-all-industries-7-1%28americas%29/,"Our General Entry Level – All Industries 7.1 solution is designed for entry-level positions across industries. This solution predicts the following types of behaviors foundational to all jobs: being on-time to work; following rules and policies; treating others respectfully; producing quality work; meeting goals; and effectively working alongside others.

Solution can be used across all industries with entry-level positions. Example titles include, but are not limited to: Administrator, Clerk, Veterinary Assistant, Stocker, Dish Washer, Office Coordinator, Tour Guide, Cook, Assistant, Housekeeper, Waste Collector.",Approximate Completion Time in minutes = 19,"Entry-Level,","Portuguese (Brazil), French (Canada), English (USA), Latin American Spanish,"
General Entry Level – Data Entry 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/general-entry-level-data-entry-7-0-solution/,"Our General Entry Level – Data Entry 7.0 solution is designed for entry-level positions that include entering data into computers or data management systems. This solution measures speed and accuracy at typing text and numbers into forms and predicts the following types of behaviors foundational to all jobs: being on-time to work; following rules and policies; treating others respectfully; producing quality work; meeting goals; and approaching work in a thorough and precise manner.  

This solution can be used across all industries with entry-level positions. Example titles include, but are not limited to: Accounting Clerk, Accounts Receivable Clerk, Administrative Clerk, Clerical Aide, Clerical Assistant, Office Assistant, Office Services Specialist, Staff Assistant.
Report Language Availability: English (USA)",Approximate Completion Time in minutes = 24,"General Population, Entry-Level,","English (USA),"
Graduate + 8.0 Job Focused Assessment,https://www.shl.com/solutions/products/product-catalog/view/graduate-8-0-job-focused-assessment/,"The Graduate + 8.0 Job Focused Assessment is a short, targeted, globally applicable assessment which includes a short cognitive ability measure. It helps you identify graduates with the highest potential to contribute and succeed, as well as providing actionable feedback to help you onboard new hires.

It is designed for professional level positions appropriate for recent college graduates and is available as part of SHL’s Graduate Solution.",Approximate Completion Time in minutes = 30 minutes,"Graduate,","Arabic, Latin American Spanish, Portuguese, Polish, Portuguese (Brazil), Romanian, Turkish, English International, Italian, French, German, Dutch, Chinese Simplified, Swedish, Norwegian, Danish, Chinese Traditional, Spanish, Japanese,"
Graduate 7.1 Job Focused Assessment,https://www.shl.com/solutions/products/product-catalog/view/graduate-7-1-job-focused-assessment/,The Graduate 7.1 Job Focused Assessment is designed for professional level positions appropriate for recent college graduates.,Approximate Completion Time in minutes = 19,"Graduate,","Chinese Simplified, English (USA), French, German, English International, Italian, Japanese, Latin American Spanish, Polish, Russian, Swedish, Dutch, Portuguese (Brazil),"
Graduate 8.0 Job Focused Assessment,https://www.shl.com/solutions/products/product-catalog/view/graduate-8-0-job-focused-assessment-4228/,"The Graduate 8.0 Job Focused Assessment is a short, targeted, globally applicable assessment to help you identify graduates with the highest potential to contribute and succeed. It also provides actionable feedback to help you onboard new hires.

It is designed for professional level positions appropriate for recent college graduates and is available as part of SHL’s Graduate Solution.",Approximate Completion Time in minutes = 20 minutes,"Graduate,","English (USA), English International, Italian, French, German, Dutch, Chinese Simplified, Swedish, Finnish, Norwegian, Danish, Chinese Traditional, Turkish, Romanian, Japanese, Latin American Spanish, Indonesian, Portuguese (Brazil), Arabic, Polish,"
Guest Service Team 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/guest-service-team-7-0-solution/,"Our Guest Service Team 7.0 solution is designed for team-oriented entry-level positions that involve a high degree of interaction with customers. The solution covers a wide variety of positions, and assesses competencies critical to interacting with customers including: persisting to meet guest needs; behaving responsibly and appropriately; effectively working alongside others; preparing and/or delivering customer orders; following rules and policies; and communicating effectively. 

Potential job titles that use this solution include: Server, Hostess, Guest Services Team Member, Customer Service Champion.
Report Language Availability: English (USA), Latin American Spanish.",Approximate Completion Time in minutes = 18,"Entry-Level,","French (Canada), Latin American Spanish, English (USA), English International,"
AngularJS (New),https://www.shl.com/solutions/products/product-catalog/view/angularjs-new/,"Multi-choice test that measures the knowledge of AngularJS architecture, forms, directives, filters, controllers, routing and testing.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Hadoop (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hadoop-new/,"Multi-choice test that measures the knowledge of basic concepts of Hadoop, commands, HDFS and MapReduce.",Approximate Completion Time in minutes = 7,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Hadoop Extensions (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hadoop-extensions-new/,"Multi-choice test that measures the conceptual knowledge of Pig, Hive and HBase.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache HBase (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hbase-new/,"Multi-choice test that measures the knowledge of HBase concepts such as CAP theorem, ACID properties, HBase client API, MapReduce integration, configuration and administration.",Approximate Completion Time in minutes = 5,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Hive (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hive-new/,"Multi-choice test that measures the knowledge of Hive architecture, datatypes, built-in functions, configurations, partitioning, bucketing and commands of Hive query language.",Approximate Completion Time in minutes = 5,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Kafka (New),https://www.shl.com/solutions/products/product-catalog/view/apache-kafka-new/,"Multi-choice test that measures the knowledge of Apache Kafka architecture, components, clusters, performance tuning and advanced operations.",Approximate Completion Time in minutes = 6,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Pig (New),https://www.shl.com/solutions/products/product-catalog/view/apache-pig-new/,"Multi-choice test that measures the knowledge of Pig architecture, built-in operators, built-in functions and commands in PigLatin.",Approximate Completion Time in minutes = 6,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Spark (New),https://www.shl.com/solutions/products/product-catalog/view/apache-spark-new/,"Multi-choice test that measures the knowledge of Apache Spark principles, RDD operations - actions and transformations, lineage graphs and lazy evaluation.",Approximate Completion Time in minutes = 8,"Mid-Professional, Professional Individual Contributor,","English (USA),"
ASP .NET with C# (New),https://www.shl.com/solutions/products/product-catalog/view/asp-net-with-c-new/,"Multi-choice test that measures the knowledge of .NET framework and controls, C# fundamentals, OOPs concepts and advanced topics such as data access components, state management and security services.",Approximate Completion Time in minutes = 13,"Mid-Professional, Professional Individual Contributor,","English (USA),"
ASP.NET 4.5,https://www.shl.com/solutions/products/product-catalog/view/asp-net-4-5/,"The ASP.NET 4.5 test measures knowledge of programming in the ASP.NET environment. Designed for experienced developers, but an average performer in this role should pass this test. This test includes the following topics: .NET Framework, Client-Side Programming, Data Access, Enhanced Runtime Features, Portals, Services and Mobile, Security, Troubleshooting and Optimization, Web Applications, and Web Forms.",Approximate Completion Time in minutes = 30,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Assessment and Development Center Exercises,https://www.shl.com/solutions/products/product-catalog/view/assessment-and-development-center-exercises/,"SHL offers a comprehensive range of Assessment and Development Centre exercise in digital format, for remote assessment through our Virtual Assessment and Development Centre platform.

We offer a wide range of exercise types including group exercise, role plays, analysis presentations and written exercises.

Exercises are available across a wide range of job levels and industry contexts.

Contact SHL to find out more.",Approximate Completion Time in minutes = Variable,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English International, English (USA),"
Automata - Fix (New),https://www.shl.com/solutions/products/product-catalog/view/automata-fix-new/,"A simulated compiler integrated test to measure debugging skills in C, C++ and Java. The test checks the ability to fix logical or syntactical errors and to reuse an existing code.

 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Approximate Completion Time in minutes = max 20,"Mid-Professional,","English (USA),"
AngularJS (New),https://www.shl.com/solutions/products/product-catalog/view/angularjs-new/,"Multi-choice test that measures the knowledge of AngularJS architecture, forms, directives, filters, controllers, routing and testing.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Hadoop (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hadoop-new/,"Multi-choice test that measures the knowledge of basic concepts of Hadoop, commands, HDFS and MapReduce.",Approximate Completion Time in minutes = 7,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Hadoop Extensions (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hadoop-extensions-new/,"Multi-choice test that measures the conceptual knowledge of Pig, Hive and HBase.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache HBase (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hbase-new/,"Multi-choice test that measures the knowledge of HBase concepts such as CAP theorem, ACID properties, HBase client API, MapReduce integration, configuration and administration.",Approximate Completion Time in minutes = 5,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Hive (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hive-new/,"Multi-choice test that measures the knowledge of Hive architecture, datatypes, built-in functions, configurations, partitioning, bucketing and commands of Hive query language.",Approximate Completion Time in minutes = 5,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Kafka (New),https://www.shl.com/solutions/products/product-catalog/view/apache-kafka-new/,"Multi-choice test that measures the knowledge of Apache Kafka architecture, components, clusters, performance tuning and advanced operations.",Approximate Completion Time in minutes = 6,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Pig (New),https://www.shl.com/solutions/products/product-catalog/view/apache-pig-new/,"Multi-choice test that measures the knowledge of Pig architecture, built-in operators, built-in functions and commands in PigLatin.",Approximate Completion Time in minutes = 6,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Spark (New),https://www.shl.com/solutions/products/product-catalog/view/apache-spark-new/,"Multi-choice test that measures the knowledge of Apache Spark principles, RDD operations - actions and transformations, lineage graphs and lazy evaluation.",Approximate Completion Time in minutes = 8,"Mid-Professional, Professional Individual Contributor,","English (USA),"
ASP .NET with C# (New),https://www.shl.com/solutions/products/product-catalog/view/asp-net-with-c-new/,"Multi-choice test that measures the knowledge of .NET framework and controls, C# fundamentals, OOPs concepts and advanced topics such as data access components, state management and security services.",Approximate Completion Time in minutes = 13,"Mid-Professional, Professional Individual Contributor,","English (USA),"
ASP.NET 4.5,https://www.shl.com/solutions/products/product-catalog/view/asp-net-4-5/,"The ASP.NET 4.5 test measures knowledge of programming in the ASP.NET environment. Designed for experienced developers, but an average performer in this role should pass this test. This test includes the following topics: .NET Framework, Client-Side Programming, Data Access, Enhanced Runtime Features, Portals, Services and Mobile, Security, Troubleshooting and Optimization, Web Applications, and Web Forms.",Approximate Completion Time in minutes = 30,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Assessment and Development Center Exercises,https://www.shl.com/solutions/products/product-catalog/view/assessment-and-development-center-exercises/,"SHL offers a comprehensive range of Assessment and Development Centre exercise in digital format, for remote assessment through our Virtual Assessment and Development Centre platform.

We offer a wide range of exercise types including group exercise, role plays, analysis presentations and written exercises.

Exercises are available across a wide range of job levels and industry contexts.

Contact SHL to find out more.",Approximate Completion Time in minutes = Variable,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English International, English (USA),"
Automata - Fix (New),https://www.shl.com/solutions/products/product-catalog/view/automata-fix-new/,"A simulated compiler integrated test to measure debugging skills in C, C++ and Java. The test checks the ability to fix logical or syntactical errors and to reuse an existing code.

 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Approximate Completion Time in minutes = max 20,"Mid-Professional,","English (USA),"
AngularJS (New),https://www.shl.com/solutions/products/product-catalog/view/angularjs-new/,"Multi-choice test that measures the knowledge of AngularJS architecture, forms, directives, filters, controllers, routing and testing.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Hadoop (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hadoop-new/,"Multi-choice test that measures the knowledge of basic concepts of Hadoop, commands, HDFS and MapReduce.",Approximate Completion Time in minutes = 7,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Hadoop Extensions (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hadoop-extensions-new/,"Multi-choice test that measures the conceptual knowledge of Pig, Hive and HBase.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache HBase (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hbase-new/,"Multi-choice test that measures the knowledge of HBase concepts such as CAP theorem, ACID properties, HBase client API, MapReduce integration, configuration and administration.",Approximate Completion Time in minutes = 5,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Hive (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hive-new/,"Multi-choice test that measures the knowledge of Hive architecture, datatypes, built-in functions, configurations, partitioning, bucketing and commands of Hive query language.",Approximate Completion Time in minutes = 5,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Kafka (New),https://www.shl.com/solutions/products/product-catalog/view/apache-kafka-new/,"Multi-choice test that measures the knowledge of Apache Kafka architecture, components, clusters, performance tuning and advanced operations.",Approximate Completion Time in minutes = 6,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Pig (New),https://www.shl.com/solutions/products/product-catalog/view/apache-pig-new/,"Multi-choice test that measures the knowledge of Pig architecture, built-in operators, built-in functions and commands in PigLatin.",Approximate Completion Time in minutes = 6,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Spark (New),https://www.shl.com/solutions/products/product-catalog/view/apache-spark-new/,"Multi-choice test that measures the knowledge of Apache Spark principles, RDD operations - actions and transformations, lineage graphs and lazy evaluation.",Approximate Completion Time in minutes = 8,"Mid-Professional, Professional Individual Contributor,","English (USA),"
ASP .NET with C# (New),https://www.shl.com/solutions/products/product-catalog/view/asp-net-with-c-new/,"Multi-choice test that measures the knowledge of .NET framework and controls, C# fundamentals, OOPs concepts and advanced topics such as data access components, state management and security services.",Approximate Completion Time in minutes = 13,"Mid-Professional, Professional Individual Contributor,","English (USA),"
ASP.NET 4.5,https://www.shl.com/solutions/products/product-catalog/view/asp-net-4-5/,"The ASP.NET 4.5 test measures knowledge of programming in the ASP.NET environment. Designed for experienced developers, but an average performer in this role should pass this test. This test includes the following topics: .NET Framework, Client-Side Programming, Data Access, Enhanced Runtime Features, Portals, Services and Mobile, Security, Troubleshooting and Optimization, Web Applications, and Web Forms.",Approximate Completion Time in minutes = 30,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Assessment and Development Center Exercises,https://www.shl.com/solutions/products/product-catalog/view/assessment-and-development-center-exercises/,"SHL offers a comprehensive range of Assessment and Development Centre exercise in digital format, for remote assessment through our Virtual Assessment and Development Centre platform.

We offer a wide range of exercise types including group exercise, role plays, analysis presentations and written exercises.

Exercises are available across a wide range of job levels and industry contexts.

Contact SHL to find out more.",Approximate Completion Time in minutes = Variable,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English International, English (USA),"
Automata - Fix (New),https://www.shl.com/solutions/products/product-catalog/view/automata-fix-new/,"A simulated compiler integrated test to measure debugging skills in C, C++ and Java. The test checks the ability to fix logical or syntactical errors and to reuse an existing code.

 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",Approximate Completion Time in minutes = max 20,"Mid-Professional,","English (USA),"
AngularJS (New),https://www.shl.com/solutions/products/product-catalog/view/angularjs-new/,"Multi-choice test that measures the knowledge of AngularJS architecture, forms, directives, filters, controllers, routing and testing.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Hadoop (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hadoop-new/,"Multi-choice test that measures the knowledge of basic concepts of Hadoop, commands, HDFS and MapReduce.",Approximate Completion Time in minutes = 7,"Mid-Professional, Professional Individual Contributor,","English (USA),"
Apache Hadoop Extensions (New),https://www.shl.com/solutions/products/product-catalog/view/apache-hadoop-extensions-new/,"Multi-choice test that measures the conceptual knowledge of Pig, Hive and HBase.",Approximate Completion Time in minutes = 9,"Mid-Professional, Professional Individual Contributor,","English (USA),"
